time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
1752.076894	47.958530	14.515236	3.304013	165
1752.076894	47.958530	14.515236	3.304013	166
1753.069446	51.465389	14.543525	3.538715	167
1754.145791	48.892624	14.540069	3.362613	168
1755.125568	53.352726	14.530962	3.671659	169
1756.213301	49.308342	14.541076	3.390970	170
1757.208208	52.420105	14.559452	3.600418	171
1758.281601	50.568745	14.539156	3.478107	172
1759.263723	52.055355	14.544962	3.578927	173
1760.335869	51.937019	14.511662	3.578985	174
1761.334344	53.011379	14.495594	3.657069	175
1762.416099	52.285786	14.554123	3.592507	176
1763.405067	54.139324	14.539912	3.723497	177
1764.468192	49.464249	14.527619	3.404842	178
1765.475874	53.559875	14.521227	3.688385	179
1766.533346	50.166973	14.464293	3.468332	180
1767.546998	53.380100	14.510629	3.678690	181
1768.598940	53.038746	14.543511	3.646901	182
1769.618572	55.353958	14.567683	3.799778	183
1770.663990	56.449730	14.576426	3.872673	184
1771.689679	56.958908	14.565701	3.910482	185
1772.729081	59.366989	14.582371	4.071148	186
1773.760287	58.188362	14.558736	3.996801	187
1774.795357	59.256142	14.529007	4.078472	188
1775.830552	59.273815	14.582180	4.064812	189
1776.863552	58.070309	14.571540	3.985187	190
1777.899417	57.098415	14.568761	3.919237	191
1778.932491	55.667995	14.567803	3.821304	192
1779.967582	54.581608	14.548592	3.751677	193
1781.001821	52.998592	14.560827	3.639807	194
1782.034412	54.425171	14.529724	3.745782	195
1783.071545	53.028114	14.574469	3.638426	196
1784.101617	54.498985	14.564530	3.741898	197
1785.140566	52.262409	14.527743	3.597421	198
1786.168328	55.091049	14.531811	3.791066	199
1787.208975	52.500618	14.556774	3.606611	200
1788.235483	55.623287	14.554914	3.821616	201
1789.277572	53.046398	14.503476	3.657496	202
1790.275932	60.242279	14.553485	4.139371	203
1791.300018	61.859234	14.527692	4.258022	204
1792.266036	53.593380	14.539459	3.686064	205
1793.303317	64.185654	14.493145	4.428691	206
1794.276094	47.968998	14.521609	3.303284	207
1795.292984	57.431400	14.512954	3.957251	208
1796.242393	48.721264	14.555394	3.347300	209
1797.268863	52.758942	14.553223	3.625241	210
1798.200937	52.955750	14.556313	3.637992	211
1799.260987	46.497631	14.559627	3.193601	212
1800.161712	49.091927	14.560873	3.371496	213
1801.218796	48.008759	14.554870	3.298467	214
1802.137259	43.766617	14.546365	3.008767	215
1803.179885	55.318340	14.555328	3.800556	216
1804.112681	56.107754	14.592018	3.845099	217
1805.159434	58.031406	14.605748	3.973190	218
1806.061432	52.489937	14.624495	3.589180	219
1807.127008	58.830463	14.619081	4.024225	220
1808.025948	55.848068	14.997746	3.723764	221
